"PageViews","TimeSpent","Conversion","Version"
7,2.61086491541937,0,"A"
4,10.5482352721713,0,"A"
6,4.22001417167485,0,"A"
6,10.8958557745148,0,"A"
6,4.51804348314181,0,"A"
0,7.11996946547576,0,"A"
5,8.32877312384942,0,"A"
3,1.8164359331131,0,"A"
4,18.3790700110167,0,"A"
5,27.1133357811917,0,"A"
4,2.83328895145033,0,"A"
2,3.56811635009944,0,"A"
3,0.214202909689454,0,"A"
6,3.85570627916604,0,"A"
4,8.40288993593701,0,"A"
7,21.840323961095,0,"A"
2,8.05554055020609,0,"A"
4,5.51706581812748,0,"A"
10,1.47733545469915,0,"A"
8,3.62789475172758,0,"A"
8,4.82768474053591,0,"A"
3,5.35702295580856,1,"A"
3,13.3529694375506,0,"A"
6,4.4653753656894,0,"A"
4,9.54978911269852,0,"A"
6,1.31373890349641,0,"A"
4,4.18352980911732,0,"A"
3,0.438245486326139,0,"A"
7,1.76041091931984,0,"A"
2,3.43890704214573,0,"A"
5,17.1184780123204,0,"A"
5,6.2665233776758,0,"A"
5,1.60387020232156,0,"A"
4,3.54104881128296,0,"A"
5,2.30835585168971,1,"A"
9,3.31268484517932,0,"A"
5,0.273568263797356,0,"A"
8,0.0407162574119866,0,"A"
8,7.66728390910127,0,"A"
5,4.83778572129086,0,"A"
4,4.29009229363874,0,"A"
3,15.6976224110713,0,"A"
9,15.9512469256788,0,"A"
4,0.762583044139181,0,"A"
2,12.4210543123712,0,"A"
9,26.2533074397792,0,"A"
6,0.298393848817796,0,"A"
3,17.2192148389786,0,"A"
5,5.77609595347592,0,"A"
9,9.62420749262371,0,"A"
5,1.2218937384896,0,"A"
4,4.29372201440856,1,"A"
6,14.0157922239681,0,"A"
4,7.02643421498487,1,"A"
4,3.00656734779477,0,"A"
3,4.63710770430043,1,"A"
4,2.67160899826298,0,"A"
10,0.3127007256262,0,"A"
3,12.2631628246685,0,"A"
2,5.04504711864177,0,"A"
3,1.88720713695511,0,"A"
6,0.553852796554565,0,"A"
6,10.549859323882,0,"A"
8,5.79596001532325,0,"A"
6,1.16242833295837,0,"A"
6,11.9455104911407,0,"A"
5,18.3418151895076,0,"A"
6,6.57819614759896,1,"A"
7,5.13573952641734,0,"A"
7,27.6288838166941,0,"A"
10,1.62343091369763,0,"A"
4,0.649967622477561,1,"A"
4,8.39247607317218,1,"A"
4,13.1129493726124,0,"A"
1,7.37917311492641,0,"A"
3,2.23469872074202,0,"A"
7,3.21105303848162,0,"A"
3,4.86990624767409,0,"A"
3,0.523470407667397,0,"A"
2,2.94939374348628,0,"A"
3,2.9732254019385,0,"A"
6,27.4990495074738,0,"A"
7,9.52563765429356,0,"A"
5,3.14094731076262,0,"A"
4,12.3486659055282,0,"A"
3,6.69478835974285,0,"A"
2,4.25958790956065,0,"A"
4,0.00578181705225537,0,"A"
5,11.0117944677998,0,"A"
3,23.4657236251393,0,"A"
5,1.36294875666499,0,"A"
3,6.84922668122151,0,"A"
5,0.391006004530936,0,"A"
4,4.13590828515589,0,"A"
6,15.2765416363745,0,"A"
4,2.73028976237401,0,"A"
4,1.21012829959083,0,"A"
5,11.6324474153747,0,"A"
6,15.5786570655673,0,"A"
3,0.804126163478941,0,"A"
4,5.03012092853037,0,"A"
4,14.1137140871664,0,"A"
6,0.192935948260128,0,"A"
3,12.0439905093053,0,"A"
7,0.970937642268836,1,"A"
6,10.7765901734759,0,"A"
6,10.8637512320359,0,"A"
6,9.39595742773661,0,"A"
4,2.5621439544484,0,"A"
5,2.1479894858785,0,"A"
8,3.27943874107546,1,"A"
5,4.30498753022403,0,"A"
7,9.87566802591877,0,"A"
4,4.87382921547094,0,"A"
6,7.13534602865973,0,"A"
3,9.25557038251707,0,"A"
5,1.89514607749879,0,"A"
5,4.32056862860918,0,"A"
4,5.09846390195587,0,"A"
5,4.47253995854408,0,"A"
8,31.3507575791872,0,"A"
8,14.0954182197978,1,"A"
4,25.6683126170386,0,"A"
4,5.77974578615674,0,"A"
10,2.63237980893252,0,"A"
6,12.0787790449265,0,"A"
9,9.26568868168094,0,"A"
5,19.171786283192,0,"A"
4,5.70785515726009,1,"A"
6,7.97308444016078,0,"A"
3,5.11088581353822,0,"A"
5,5.44044594139588,0,"A"
3,22.9347054946581,0,"A"
9,5.21032678120234,0,"A"
5,2.31840694901894,0,"A"
5,2.34696323843673,0,"A"
4,23.4772147300998,1,"A"
8,2.73147342167795,0,"A"
4,8.02335413236567,0,"A"
4,0.675420280584966,0,"A"
3,6.1122898586879,1,"A"
3,9.76469651178317,0,"A"
5,1.25862273294479,0,"A"
3,0.863458523992449,0,"A"
3,2.64209568174556,1,"A"
6,6.56761291686841,1,"A"
2,1.47821578057483,0,"A"
6,0.368061092167827,0,"A"
4,21.0556546861059,0,"A"
4,34.323849167479,0,"A"
7,3.8067327523604,0,"A"
8,8.0859361748822,0,"A"
4,1.00903208879754,0,"A"
9,2.85338130081072,0,"A"
6,2.20109484670684,0,"A"
6,5.9538903252075,1,"A"
2,18.4469098272293,0,"A"
4,2.97295281291563,0,"A"
5,15.8309922037136,0,"A"
5,0.0445413748539794,0,"A"
6,9.98655786678987,0,"A"
8,6.98655837186077,0,"A"
6,3.16958443587646,0,"A"
4,2.11571650022318,0,"A"
5,0.364606671108236,0,"A"
2,0.205535295444735,0,"A"
3,2.06419001100585,0,"A"
4,6.16603493852731,0,"A"
3,11.5125965805431,0,"A"
7,17.0193834082712,0,"A"
3,10.5802471371074,0,"A"
7,12.2111273327549,0,"A"
5,3.66779452422634,0,"A"
6,0.38352916855365,0,"A"
3,0.0632754707006337,0,"A"
6,2.70478461915627,0,"A"
4,0.520596912922411,0,"A"
6,0.720981190554084,0,"A"
4,3.43478579213843,0,"A"
10,1.44456138554295,0,"A"
9,5.11597702809074,0,"A"
6,12.4486325212235,0,"A"
3,2.37444964284077,1,"B"
3,0.651319120079279,0,"B"
5,4.36049120873213,0,"B"
4,3.62833522865549,0,"B"
5,26.2508241761674,0,"B"
7,8.51733386766561,0,"B"
3,23.8052665057937,0,"B"
4,4.1706411219202,0,"B"
5,2.63270371463828,0,"B"
8,1.16988008609042,0,"B"
8,2.35653100907803,0,"B"
8,0.158404351212084,1,"B"
6,3.6785082500428,1,"B"
9,0.346589496151918,0,"B"
5,39.0695113752272,0,"B"
5,2.57841417977444,0,"B"
4,8.60225706704357,0,"B"
4,6.79952068970003,0,"B"
1,4.31740757403895,0,"B"
5,21.7980887133041,0,"B"
8,8.03682571620145,0,"B"
0,3.32114908213862,1,"B"
2,7.59645174041786,0,"B"
3,0.765545611735433,0,"B"
7,10.3897031111349,0,"B"
6,3.98904178850353,0,"B"
10,0.990279402488455,0,"B"
5,1.34908145060763,0,"B"
2,0.769960907748384,0,"B"
6,0.114938013908951,1,"B"
6,1.88826618517494,0,"B"
3,17.9637826877206,1,"B"
4,11.7653762990315,0,"B"
3,9.20369212858775,0,"B"
2,7.42283470061072,0,"B"
4,9.47923895407864,0,"B"
2,6.36549939837703,0,"B"
3,0.843927524518222,0,"B"
2,11.4330129598905,0,"B"
6,0.213327396807694,0,"B"
4,0.297248058759264,0,"B"
2,9.33051626168587,0,"B"
2,7.03350263758414,0,"B"
8,1.72565936902538,0,"B"
6,10.542824666359,0,"B"
7,2.66027393775815,0,"B"
10,16.8771538245019,0,"B"
2,3.94756480539218,0,"B"
2,22.7180679428736,0,"B"
7,4.47782534919679,0,"B"
7,5.39546679210314,0,"B"
1,5.77184187032678,0,"B"
7,2.00510183256119,0,"B"
6,0.0339567128086744,1,"B"
6,9.58531056128838,0,"B"
5,8.30518419740389,0,"B"
3,1.77954980824143,0,"B"
1,0.668892962328442,0,"B"
5,11.2863336963286,0,"B"
5,13.4175429934342,0,"B"
4,5.27522095606472,0,"B"
5,1.01008151331916,0,"B"
6,9.05676725849905,0,"B"
2,0.916515329387039,0,"B"
4,4.61473430180922,0,"B"
7,1.98959347279742,0,"B"
7,8.81399531167397,0,"B"
3,2.93411796633154,0,"B"
4,15.8837165791845,1,"B"
7,11.6744100799491,0,"B"
7,2.31872127711683,0,"B"
4,3.83168971398845,0,"B"
3,6.1232325180287,0,"B"
6,14.9064393165081,0,"B"
2,6.50625414603719,0,"B"
1,13.071918375202,1,"B"
14,0.0979681760072708,1,"B"
1,25.857733048891,0,"B"
4,3.83160455292091,0,"B"
8,0.83531110920012,0,"B"
6,1.98047694889829,0,"B"
4,6.20683264359332,0,"B"
6,4.09833678416908,0,"B"
7,1.19791806861758,0,"B"
4,8.90528186753788,0,"B"
5,4.35732289496809,0,"B"
6,6.77179689303436,0,"B"
6,1.14026273507625,1,"B"
6,6.15627273745963,0,"B"
10,11.8756843980327,0,"B"
4,10.0001961936881,0,"B"
2,1.70416375854984,1,"B"
5,0.671919965650886,0,"B"
3,11.0617364955773,0,"B"
5,0.833642169367522,0,"B"
4,7.02443025135311,0,"B"
10,3.07422195840627,1,"B"
4,6.02843934216374,1,"B"
3,16.0525042759746,0,"B"
6,8.80829281889298,0,"B"
3,33.8571431134879,0,"B"
9,3.43938779638787,0,"B"
5,4.57401686441153,0,"B"
3,2.61723719967805,0,"B"
6,5.59234700881341,0,"B"
10,2.22877096151933,1,"B"
6,11.1027368774155,0,"B"
4,12.3944706948181,1,"B"
4,6.42874551069387,0,"B"
7,8.20943401165703,1,"B"
3,16.2609048756331,0,"B"
3,2.98410264309496,0,"B"
8,0.71291820704937,0,"B"
4,10.3125227236827,0,"B"
4,2.72666225415412,0,"B"
7,3.10601982978579,0,"B"
3,1.80498865060508,0,"B"
1,5.45148239534744,0,"B"
4,25.9847311003516,0,"B"
5,8.83730537508079,1,"B"
4,12.3325231404682,0,"B"
4,6.80200960550853,0,"B"
7,9.43157206260064,1,"B"
5,3.63069975376129,0,"B"
5,5.46495600667247,0,"B"
9,14.6984329355794,0,"B"
7,5.235368222437,0,"B"
3,15.1840225450885,0,"B"
4,3.59937946824357,1,"B"
10,0.969977979352048,0,"B"
5,4.21284988196567,0,"B"
6,3.18867794424295,0,"B"
4,13.3151282794823,0,"B"
7,0.411680589430034,0,"B"
5,1.38093965640292,0,"B"
8,3.2049227161644,0,"B"
3,15.652187855032,0,"B"
4,4.56864210125059,0,"B"
2,6.30338302410782,0,"B"
3,10.9873503178532,0,"B"
10,0.959962556138635,0,"B"
4,14.026396318682,0,"B"
6,13.5011756339748,0,"B"
7,3.06056443229318,0,"B"
2,6.63053133868077,1,"B"
3,10.4539076586892,0,"B"
4,22.1657142904748,0,"B"
2,17.1774301414398,0,"B"
2,4.47555525880307,0,"B"
11,2.8417130545713,0,"B"
10,0.94847723050043,0,"B"
3,3.09832972800359,1,"B"
8,3.53421898884699,0,"B"
5,8.53186297294148,0,"B"
4,5.91631813969859,0,"B"
5,0.443566580303013,1,"B"
6,5.12212026182958,1,"B"
2,4.64506444893777,0,"B"
4,9.20221903704503,1,"B"
6,15.6908664564162,0,"B"
4,1.0537822877152,0,"B"
7,1.75935641629621,0,"B"
3,1.79766725329682,0,"B"
5,7.04271286137798,0,"B"
4,10.4829920766582,0,"B"
3,2.90692880486375,1,"B"
9,1.80485213326572,0,"B"
4,14.926622756806,0,"B"
5,1.01891693579268,0,"B"
1,8.37564649124094,0,"B"
5,14.3165285171648,1,"B"
6,5.42791930017135,0,"B"
5,15.6726355599731,0,"B"
4,2.67385789798573,0,"B"
8,5.88684360281029,0,"B"
6,11.0711602786263,1,"B"
4,1.9496129811889,0,"B"
4,1.05125125515001,1,"B"
3,3.08070641011,0,"B"
7,8.97491841081926,0,"B"
9,18.0842467630773,1,"B"
5,1.88854967057705,0,"B"
4,40.7002980834562,0,"B"
12,14.4933619567831,0,"B"
3,2.50631933286786,0,"B"
5,0.655006610324472,0,"B"
2,8.70198147900799,0,"B"
5,4.0386070064269,0,"B"
2,2.70079133240506,0,"B"
3,1.31982159940526,0,"B"
4,16.736648446257,0,"B"
5,28.9519306201686,0,"B"
6,13.6336607126226,1,"B"
3,0.532760654540398,0,"B"
7,8.63759086531052,0,"B"
6,2.37308675276342,1,"B"
6,3.05328532541171,1,"B"
3,5.16620470434931,0,"B"
4,3.99488065764308,0,"B"
6,0.590636057313532,0,"B"
5,9.51535593036958,1,"B"
4,0.38317054355858,1,"B"
3,8.55304674774804,0,"B"
2,4.230557911098,1,"B"
3,13.7877841865351,0,"B"
8,1.67721330642978,0,"B"
7,18.8548675828727,0,"B"
6,21.4534119951883,0,"B"
3,5.94889820126367,0,"B"
3,35.2757780810723,0,"B"
10,5.62371250864514,1,"B"
4,6.95771826960542,0,"B"
5,1.24188787257299,1,"B"
3,9.91326687925959,0,"B"
5,6.5647627689729,0,"B"
4,16.3472989695638,0,"B"
3,6.86086482152739,1,"B"
6,1.74867751635611,0,"B"
4,6.20712373825367,1,"B"
7,0.989984707441181,0,"B"
2,21.8447957548657,0,"B"
7,13.3842380338986,1,"B"
4,3.17921058973297,0,"B"
6,4.57366070430726,0,"B"
6,0.150095054879785,0,"B"
5,0.948166320566088,0,"B"
6,44.9531882993488,0,"B"
0,10.7556343054106,1,"B"
3,0.400588764426477,1,"B"
6,1.20682784778482,0,"B"
3,19.5217609021226,0,"B"
7,10.9037790069063,1,"B"
4,2.84302163589746,0,"B"
6,14.8988901461035,0,"B"
9,1.70529887219891,0,"B"
2,0.42646733097679,0,"B"
3,28.9129496295203,0,"B"
6,3.15319132804871,0,"B"
4,7.59916442782687,0,"B"
7,0.763884514570236,0,"B"
10,3.32713090162724,0,"B"
2,1.72380826808512,0,"B"
5,6.56082562607178,0,"B"
6,8.83353183295974,0,"B"
2,14.0209580318709,0,"B"
11,2.94435825683907,0,"B"
3,0.875235322397202,0,"B"
2,5.57720262248465,0,"B"
6,3.29781765118241,1,"B"
7,0.689917114097625,0,"B"
